"Message",Normal,"          P/Invoke 'RhpGetCurrentThread' with [DllImport(ExactSpelling=true)] resolved to '[MRT]!RhpGetCurrentThread'."
"Message",Normal,"          P/Invoke 'RhWaitForPendingFinalizers' with [DllImport(ExactSpelling=true)] resolved to '[MRT]!RhWaitForPendingFinalizers'."
"Message",Normal,"          P/Invoke 'RhYield' with [DllImport(ExactSpelling=true)] resolved to '[MRT]!RhYield'."
"Message",Normal,"          P/Invoke 'RhFlushProcessWriteBuffers' with [DllImport(ExactSpelling=true)] resolved to '[MRT]!RhFlushProcessWriteBuffers'."
"Message",Normal,"          P/Invoke 'RhCompatibleReentrantWaitAny' with [DllImport(ExactSpelling=true)] resolved to '[MRT]!RhCompatibleReentrantWaitAny'."
"Message",Normal,"          P/Invoke 'RhCallDescrWorker' with [DllImport(ExactSpelling=true)] resolved to '[MRT]!RhCallDescrWorker'."
"Message",Normal,"          P/Invoke '_ecvt_s' with [DllImport(ExactSpelling=true)] resolved to '[MRT]!_ecvt_s'."
"Message",Normal,"          P/Invoke 'memmove' with [DllImport(ExactSpelling=true)] resolved to '[MRT]!memmove'."
"Message",Normal,"          P/Invoke 'memset' with [DllImport(ExactSpelling=true)] resolved to '[MRT]!memset'."
"Message",Normal,"          P/Invoke 'CallingConventionConverter_GetStubs' with [DllImport(ExactSpelling=true)] resolved to '*!CallingConventionConverter_GetStubs'."
"Message",Normal,"          P/Invoke 'WindowsCreateStringReference' resolved to 'WindowsCreateStringReference!api-ms-win-core-winrt-string-l1-1-0.dll' from 'SupportedAPIs.xml'."
"Message",Normal,"          P/Invoke 'GetLastError' resolved to 'GetLastError!api-ms-win-core-errorhandling-l1-1-0.dll' from 'SupportedAPIs.xml'."
"Message",Normal,"          P/Invoke 'SetLastError' resolved to 'SetLastError!api-ms-win-core-errorhandling-l1-1-0.dll' from 'SupportedAPIs.xml'."
"Message",Normal,"          P/Invoke 'RoInitialize' resolved to 'RoInitialize!api-ms-win-core-winrt-l1-1-0.dll' from 'SupportedAPIs.xml'."
"Message",Normal,"          P/Invoke 'IsValidLocaleName' resolved to 'IsValidLocaleName!api-ms-win-core-localization-l1-2-0.dll' from 'SupportedAPIs.xml'."
"Message",Normal,"          P/Invoke 'ResolveLocaleName' resolved to 'ResolveLocaleName!api-ms-win-core-localization-l1-2-0.dll' from 'SupportedAPIs.xml'."
"Message",Normal,"          P/Invoke 'GetCPInfoExW' resolved to 'GetCPInfoExW!kernel32.dll' from 'SupportedAPIs.xml'."
"Message",Normal,"          P/Invoke 'CoCreateInstance' resolved to 'CoCreateInstance!api-ms-win-core-com-l1-1-0.dll' from 'SupportedAPIs.xml'."
"Message",Normal,"          P/Invoke 'SysFreeString' resolved to 'SysFreeString!OleAut32' from 'SupportedAPIs.xml'."
"Message",Normal,"          P/Invoke 'RoGetBufferMarshaler' resolved to 'RoGetBufferMarshaler!api-ms-win-core-winrt-robuffer-l1-1-0.dll' from 'SupportedAPIs.xml'."
"Message",High,"  Generating code..."
"Message",High,"  Interop code generated."
"Message",Normal,"  Written code to AssemblyInfo.g.cs"
"Message",Normal,"  Written code to Adapters.g.cs"
"Message",Normal,"  Written code to Data.g.cs"
"Message",Normal,"  Written code to Helpers.g.cs"
"Message",Normal,"  Written code to ImplTypes.g.cs"
"Message",Normal,"  Written code to PInvoke.g.cs"
"Message",Normal,"  Written code to SafeTypes.g.cs"
"Message",Normal,"  Written code to SharedStubs.g.cs"
"Message",Normal,"Running 'GenerateCodeAndCompile' transform, heap at 164 MB."
"Message",High,"Compiling interop code"
"Message",Normal,"Compiling generated source code: C:\Users\steve\.nuget\packages\microsoft.net.native.compiler\2.1.8\tools\csc\csc.exe /noconfig @""E:\Code\SayHello\SayHello\obj\x86\Release\ilc\intermediate\SayHello.McgInterop.rsp"""
"Message",High,"Generating System.Reflection.DispatchProxy proxy code."
"Message",Normal,"Running 'ReducedCopyInitialize' transform, heap at 165 MB."
"Message",Normal,"Running 'ReducedCopyEmptyTypes' transform, heap at 181 MB."
"Message",Normal,"Running 'ReducedCopyPopulateTypes' transform, heap at 183 MB."
"Message",Normal,"Running 'ReducedCopyLateMetadata' transform, heap at 194 MB."
"Message",Normal,"Running 'ReducedCopyPassResourcesToMutableAssembly' transform, heap at 148 MB."
"Message",Normal,"Running 'ReducedCopyMethodBodies' transform, heap at 148 MB."
"Message",Normal,"Running 'ReducedCopyComplete' transform, heap at 161 MB."
"Message",Normal,"Running 'ReducedCopyCleanup' transform, heap at 176 MB."
"Message",Normal,"Running 'DeveloperExperienceModeOnlyCodeRemover' transform, heap at 176 MB."
"Message",Normal,"Running 'ComImportDetector' transform, heap at 176 MB."
"Message",Normal,"Running 'McgAccessor' transform, heap at 177 MB."
"Message",Normal,"Running 'McgRedirect' transform, heap at 177 MB."
"Message",Normal,"Running 'McgRedirect' transform, heap at 179 MB."
"Message",Normal,"Running 'McgTypeOf' transform, heap at 179 MB."
"Message",Normal,"Running 'EventSource' transform, heap at 182 MB."
"Message",Normal,"Running 'ValueType' transform, heap at 182 MB."
"Message",Normal,"Running 'Attribute' transform, heap at 182 MB."
"Message",Normal,"Running 'GetType' transform, heap at 182 MB."
"Message",Normal,"Running 'McgFixups' transform, heap at 182 MB."
"Message",Normal,"Running 'ResourceManagerCtor' transform, heap at 183 MB."
"Message",Normal,"Running 'TypeofTypeHandle' transform, heap at 183 MB."
"Message",Normal,"Running 'DispatchProxyIntrinsics' transform, heap at 186 MB."
"Message",Normal,"Running 'StaticInitData' transform, heap at 187 MB."
"Message",Normal,"Running 'Delegate' transform, heap at 193 MB."
"Message",Normal,"Running 'LazyGenerics' transform, heap at 193 MB."
"Message",Normal,"Running 'AddReflectionBlockedAttributes' transform, heap at 199 MB."
"Message",Normal,"Running 'DisableOptimization' transform, heap at 199 MB."
"Message",Normal,"Running 'ResourceExtractor' transform, heap at 199 MB."
"Message",Normal,"Running 'CreateMetadata' transform, heap at 199 MB."
"Message",Normal,"Running 'StartupCodeInjector' transform, heap at 206 MB."
"Message",Normal,"Running 'SaveRVAStatics' transform, heap at 206 MB."
"Message",Normal,"Running 'ReflectionInvoke' transform, heap at 207 MB."
"Message",Normal,"Running 'ScrubOpenCalls' transform, heap at 207 MB."
"Message",Normal,"Running 'ConvertCatchIntoFilter' transform, heap at 207 MB."
"Message",Normal,"Running 'ReflectionMappingInfoEmit' transform, heap at 207 MB."
"Message",Normal,"Running 'ReflectionIntrinsics' transform, heap at 207 MB."
"Message",Normal,"Running 'ConvertManagedWinMD' transform, heap at 207 MB."
"Message",Normal,"Running 'DebuggerGuidedStepThroughJmc' transform, heap at 207 MB."
"Message",Normal,"Running 'Reducer' transform, heap at 209 MB."
"Message",High,"Cleaning up unreferenced code"
"Message",Normal,"Running 'WriteAssemblies' transform, heap at 202 MB."
"Message",Normal,""
"Message",Normal,"Transform summary"
"Message",Normal,"    ms | heap delta | name"
"Message",Normal,"  7263 |        137 | Analysis"
"Message",Normal,"  4567 |          1 | GenerateCodeAndCompile"
"Message",Normal,"  1954 |         15 | DumpNativeResources"
"Message",Normal,"  1187 |          4 | Mcg"
"Message",Normal,"  1037 |         28 | WriteAssemblies"
"Message",Normal,"  1027 |         16 | ReducedCopyInitialize"
"Message",Normal,"   461 |         -7 | Reducer"
"Message",Normal,"   357 |         15 | ReducedCopyComplete"
"Message",Normal,"   245 |        -46 | ReducedCopyLateMetadata"
"Message",Normal,"   111 |         11 | ReducedCopyPopulateTypes"
"Message",Normal,"    89 |          0 | ResourceExtractor"
"Message",Normal,"    76 |         13 | ReducedCopyMethodBodies"
"Message",Normal,"    74 |          7 | CreateMetadata"
"Message",Normal,"    41 |          2 | McgRedirect"
"Message",Normal,"    35 |          3 | McgTypeOf"
"Message",Normal,"    32 |          6 | LazyGenerics"
"Message",Normal,"    32 |          6 | StaticInitData"
"Message",Normal,"    28 |          3 | TypeofTypeHandle"
"Message",Normal,"    21 |          0 | McgRedirect"
"Message",Normal,"    13 |          2 | ReducedCopyEmptyTypes"
"Message",Normal,"     8 |          1 | SaveRVAStatics"
"Message",Normal,"     7 |          0 | GetType"
"Message",Normal,"     7 |          2 | DebuggerGuidedStepThroughJmc"
"Message",Normal,"     6 |          1 | McgFixups"
"Message",Normal,"     4 |          0 | ReflectionIntrinsics"
"Message",Normal,"     4 |          0 | McgAccessor"
"Message",Normal,"     4 |          1 | DispatchProxyIntrinsics"
"Message",Normal,"     3 |          0 | Delegate"
"Message",Normal,"     2 |          0 | ScrubOpenCalls"
"Message",Normal,"     2 |          0 | ReducedCopyCleanup"
"Message",Normal,"     2 |          0 | AddReflectionBlockedAttributes"
"Message",Normal,"     1 |          0 | ConvertCatchIntoFilter"
"Message",Normal,"     1 |          0 | EventSource"
"Message",Normal,"     1 |          0 | Attribute"
"Message",Normal,"     0 |          0 | DisableOptimization"
"Message",Normal,"     0 |          0 | ValueType"
"Message",Normal,"     0 |          0 | ReducedCopyPassResourcesToMutableAssembly"
"Message",Normal,"     0 |          0 | StartupCodeInjector"
"Message",Normal,"     0 |          0 | DeveloperExperienceModeOnlyCodeRemover"
"Message",Normal,"     0 |          0 | ReflectionInvoke"
"Message",Normal,"     0 |          1 | ComImportDetector"
"Message",Normal,"     0 |          0 | ReflectionMappingInfoEmit"
"Message",Normal,"     0 |          0 | ResourceManagerCtor"
"Message",Normal,"     0 |          0 | ConvertManagedWinMD"
"Message",Low,"Done executing task ""RunILTransforms""."
"Message",Low,"Done building target ""RunILTransforms"" in file ""ILTransforms""."
"Message",Low,"Done building project ""ILTransforms""."
"Message",Low,""
"Message",Low,""
"Message",Low,"Done building target ""GenerateMDIL"" in file ""Nutc""."
"Message",Low,""
"Message",High,"Generating native code"
"Message",Low,"Done building target ""MDILPrepareMultiFile"" in file ""Nutc""."
"Message",Low,""
"Message",Low,"Done building target ""SetBinaryForReferences"" in file ""Nutc""."
"Message",Low,""
"Message",Low,"Task ""GenerateMDILGlobalAnalysis"""
"Message",Normal,"Launching 'C:\Users\steve\.nuget\packages\runtime.win10-x86.microsoft.net.native.compiler\2.1.8\tools\x86\ilc\Tools\nutc_driver.exe @""E:\Code\SayHello\SayHello\obj\x86\Release\ilc\intermediate\MDIL\SayHello.rsp""'"
"Message",Low,"Microsoft (R) MDIL Compiler - Version 2.1.26424.01"
"Message",Low,"Copyright (c) Microsoft Corporation.  All rights reserved."
"Message",Low,"正在扫描输入类型"
"Message",Low,"正在扫描 984 方法。"
"Message",Low,"正在扫描 2821 方法。"
"Message",Low,"正在扫描 1298 方法。"
"Message",Low,"正在扫描 365 方法。"
"Message",Low,"正在扫描 199 方法。"
"Message",Low,"正在扫描 113 方法。"
"Message",Low,"正在扫描 64 方法。"
"Message",Low,"正在扫描 93 方法。"
"Message",Low,"正在扫描 23 方法。"
"Message",Low,"正在扫描 9 方法。"
"Message",Low,"正在扫描 3 方法。"
"Message",Low,"正在扫描 2 方法。"
"Message",Low,"正在扫描 3 方法。"
"Message",Low,"正在扫描 2 方法。"
"Message",Low,"正在扫描 3 方法。"
"Message",Low,"正在扫描 18 方法。"
"Message",Low,"正在扫描 44 方法。"
"Message",Low,"正在扫描 20 方法。"
"Message",Low,"正在扫描 10 方法。"
"Message",Low,"正在扫描 6 方法。"
"Message",Low,"正在扫描 2 方法。"
"Message",Low,"迫切生成代码"
"Message",Low,"正在编译 6082 方法。"
"Message",Low,"延迟生成代码"
"Message",Low,"对托管方法 Initialize 的调用成功；退出代码: 0 生成 CTL 时。堆栈跟踪元数据"
"Message",Low,"发出的方法数:   2586"
"Message",Low,"元数据 blob 大小:          140745"
"Message",Low,"方法 RVA - 令牌映射大小: 20688"
"Message",Low,"总本机大小:           161433"
"Message",Low,"已成功生成“E:\Code\SayHello\SayHello\obj\x86\Release\ilc\intermediate\MDIL\SayHello.mdilexe”"
"Message",Low,"已成功生成“E:\Code\SayHello\SayHello\obj\x86\Release\ilc\intermediate\MDIL\SayHello.mdilpdb”"
"Message",Low,"已编译为 MDIL 代码。"
"Message",Normal,"'C:\Users\steve\.nuget\packages\runtime.win10-x86.microsoft.net.native.compiler\2.1.8\tools\x86\ilc\Tools\nutc_driver.exe @""E:\Code\SayHello\SayHello\obj\x86\Release\ilc\intermediate\MDIL\SayHello.rsp""' completed."
"Message",Normal,"Process execution statistics (all times in milliseconds)"
"Message",Normal,"-----------------------------------------------------------------------------"
"Message",Normal,"launch  |  start   |   stop   |   end    | duration | lifetime | [slot] name"
"Message",Normal,"-----------------------------------------------------------------------------"
"Message",Normal,"       0 |      187 |    10312 |    10312 |    10125 |    10312 | [0] Nutc GlobalAnalysis"
"Message",Normal,"Number of commands:      1"
"Message",Normal,"Total system time:       10312 ms"
"Message",Normal,"System time per command: 10312 ms"
"Message",Normal,"Total duration:          10125 ms"
"Message",Normal,"Total lifetime:          10312 ms"
"Message",Normal,"Requested DOP:           2"
"Message",Normal,"Duration DOP:            1.0"
"Message",Normal,"Lifetime DOP:            1.0"
"Message",Low,"Done executing task ""GenerateMDILGlobalAnalysis""."
"Message",Low,"Done building target ""GenerateMDILGlobalAnalysis"" in file ""Nutc""."
"Message",Low,""
"Message",Low,"Task ""rc"""
"Message",Normal,"Launching 'F:\Windows Kits\10\bin\10.0.18362.0\x64\rc.exe /c ""65001"" /r /fo ""E:\Code\SayHello\SayHello\obj\x86\Release\ilc\intermediate\BuildInfo\BuildInfo.res"" ""E:\Code\SayHello\SayHello\obj\x86\Release\ilc\intermediate\BuildInfo\BuildInfo.rc""'"
"Message",Low,"Microsoft (R) Windows (R) Resource Compiler Version 10.0.10011.16384"
"Message",Low,"Copyright (C) Microsoft Corporation.  All rights reserved."
"Message",Normal,"'F:\Windows Kits\10\bin\10.0.18362.0\x64\rc.exe /c ""65001"" /r /fo ""E:\Code\SayHello\SayHello\obj\x86\Release\ilc\intermediate\BuildInfo\BuildInfo.res"" ""E:\Code\SayHello\SayHello\obj\x86\Release\ilc\intermediate\BuildInfo\BuildInfo.rc""' completed."
"Message",Normal,"Process execution statistics (all times in milliseconds)"
"Message",Normal,"-----------------------------------------------------------------------------"
"Message",Normal,"launch  |  start   |   stop   |   end    | duration | lifetime | [slot] name"
"Message",Normal,"-----------------------------------------------------------------------------"
"Message",Normal,"       0 |       94 |      422 |      422 |      328 |      422 | [0] rc"
"Message",Normal,"Number of commands:      1"
"Message",Normal,"Total system time:       422 ms"
"Message",Normal,"System time per command: 422 ms"
"Message",Normal,"Total duration:          328 ms"
"Message",Normal,"Total lifetime:          422 ms"
"Message",Normal,"Requested DOP:           2"
"Message",Normal,"Duration DOP:            0.8"
"Message",Normal,"Lifetime DOP:            1.0"
"Message",Low,"Done executing task ""rc""."
"Message",Low,"Task ""ResourceBinaryConcatenate"""
"Message",Normal,"Concatenating into 'E:\Code\SayHello\SayHello\obj\x86\Release\ilc\intermediate\Native.res' with alignment '4'."
"Message",Normal," Added 'E:\Code\SayHello\SayHello\obj\x86\Release\ilc\intermediate\ILTransformed\SayHello.res' at offset 0."
"Message",Normal," Added 'E:\Code\SayHello\SayHello\obj\x86\Release\ilc\intermediate\BuildInfo\BuildInfo.res' at offset 1384."
"Message",Low,"Done executing task ""ResourceBinaryConcatenate""."
"Message",Low,"Done building target ""GenerateBuildInfo"" in file ""Nutc""."
"Message",Low,"Done building project ""Nutc""."
"Message",Low,""
"Message",Low,""
"Message",Low,"Done building target ""MDILBindPrepare"" in file ""Binder""."
"Message",Low,""
"Message",High,"Generating fixups for native code"
"Message",Low,"Task ""MDILBind"""
"Message",Normal,"Launching 'C:\Users\steve\.nuget\packages\runtime.win10-x86.microsoft.net.native.compiler\2.1.8\tools\x86\ilc\Tools\rhbind.exe @""E:\Code\SayHello\SayHello\obj\x86\Release\ilc\intermediate\rhbindargs.SayHello.rsp""'"
"Message",Low,"操作系统版本: 主版本: 6 次版本: 2"
"Message",Low,"MDIL: E:\Code\SayHello\SayHello\obj\x86\Release\ilc\intermediate\MDIL\SayHello.mdilexe"
"Message",Low,"MDILPDB: E:\Code\SayHello\SayHello\obj\x86\Release\ilc\intermediate\MDIL\SayHello.mdilpdb"
"Message",Low,"IL: E:\Code\SayHello\SayHello\obj\x86\Release\ilc\intermediate\MDIL\SayHello.ilexe"
"Message",Low,"NI: E:\Code\SayHello\SayHello\obj\x86\Release\ilc\intermediate\Native\SayHello.dll"
"Message",Low,"填充码: E:\Code\SayHello\SayHello\obj\x86\Release\ilc\intermediate\Native\SayHello.exe"
"Message",Low,"REDHAWK_RUNTIME_DLL_NAME_A=mrt100_app.dll"
"Message",Low,"pdb: E:\Code\SayHello\SayHello\obj\x86\Release\ilc\intermediate\Native\SayHello.pdb"
"Message",Low,"生成了 E:\Code\SayHello\SayHello\obj\x86\Release\ilc\intermediate\Native\SayHello.dll (0.691 秒内)"
"Message",Normal,"'C:\Users\steve\.nuget\packages\runtime.win10-x86.microsoft.net.native.compiler\2.1.8\tools\x86\ilc\Tools\rhbind.exe @""E:\Code\SayHello\SayHello\obj\x86\Release\ilc\intermediate\rhbindargs.SayHello.rsp""' completed."
"Message",Normal,"Process execution statistics (all times in milliseconds)"
"Message",Normal,"-----------------------------------------------------------------------------"
"Message",Normal,"launch  |  start   |   stop   |   end    | duration | lifetime | [slot] name"
"Message",Normal,"-----------------------------------------------------------------------------"
"Message",Normal,"       0 |      141 |      860 |      860 |      719 |      860 | [0] rhbind SayHello"
"Message",Normal,"Number of commands:      1"
"Message",Normal,"Total system time:       860 ms"
"Message",Normal,"System time per command: 860 ms"
"Message",Normal,"Total duration:          719 ms"
"Message",Normal,"Total lifetime:          860 ms"
"Message",Normal,"Requested DOP:           2"
"Message",Normal,"Duration DOP:            0.8"
"Message",Normal,"Lifetime DOP:            1.0"
"Message",Low,"Done executing task ""MDILBind""."
"Message",Low,"Done building target ""MDILBind"" in file ""Binder""."
"Message",Low,"Done building project ""Binder""."
"Message",Low,""
"Message",Low,""
"Message",Low,"Done building target ""CopyNativeExecutablesToOutput"" in file ""Deployment""."
"Message",Low,""
"Message",Low,"Task ""TransformAppxManifest"""
"Message",Low,"Done executing task ""TransformAppxManifest""."
"Message",Low,"Done building target ""TransformAppxManifestAndAddCrt"" in file ""Deployment""."
"Message",Low,""
"Message",Low,"Done building target ""CopyPackageResourceFileInRetailBuild"" in file ""Deployment""."
"Message",Low,"Done building project ""Deployment""."
"Message",Low,"Compilation finished"
